"","...1","Tweet.Id","Datetime","Text","Username","Demand(Y/N)","Process_Code","Coder"
"22",2391,1266578681008402432,"2020-05-30 3:54:24","From Brunswick to Indianapolis to Tallahassee, Minneapolis, and Louisville — our families can’t take it anymore. We must #DefendBlackLife and #DefundPolice. https://t.co/767YyZDdPA","OrganizingBlack",".","EXPRESSING DISAPPROVAL OF POLICE","AMC"
"23",2392,1266606269927915520,"2020-05-30 5:44:01","@raymondhobgood @OfficialMLK3 Watch your mouth. You’re responding to an elder. 

....as your were saying big brother....

💯❌💪🏾","AlgebraProject",".",NA,"AMC"
"24",2393,1266607340981190656,"2020-05-30 5:48:17","@LOGIXFibrNetwks @raymondhobgood Please keep your comments about what you’re mislead to believe about our elders and what they thought to yourself. You do NOT get to define things for us. 

In short, watch ya mouth ‼️💯

#thatsabighomie #watchwhereyourestepping

@OfficialMLK3 we got ya back‼️‼️

- ❌","AlgebraProject",".",NA,"AMC"
"25",2394,1266711708074213376,"2020-05-30 12:43:00","Black women face disparities in access to care and it has deadly impacts. Access to care is essential. That's why SisterSong is proud to work with @ACLU and @acog on a suit challenging limits on access to abortion pills.  READ: https://t.co/6TVY0IrTUG. https://t.co/cchlRmdvYt","SisterSong_WOC",".","ANNOUNCING EFFORTS TO EXPAND ABORTION CARE; IDENTIFYING DISPARITIES IN HEALTHCARE","AMC"
"26",2395,1266744862197645312,"2020-05-30 14:54:44","So many mothers crying for loved ones lost to police brutality &amp; racist attacks. THIS MUST STOP! What are you doing to dismantle white supremacy?! Justice for George and Breonna and Tony and Ahmaud and Eric and Sandra and all those struck down by hatred. https://t.co/0cLhY59mXH","SisterSong_WOC",".","CALLING FOR AN END TO POLICE BRUTALITY; HONORING VICTIMS OF POLICE BRUTALITY","AMC"
"27",2396,1266746228068540416,"2020-05-30 15:00:10","It’s true, we run the only revolving bail fund in Michigan with @bailproject.  Wayne County jails haven’t protected people from Covid, so it’s crucial to get folks out. Our hearts go out to the loved ones of the protester who was killed. 

#NoNewJailsDetroit #BlackLivesMatter","justcitydetroit",".","DISCUSSING PLANS TO BAIL OUT PRISONERS; HONORING POLICE BRUTALITY","AMC"
"28",2397,1266748376709824512,"2020-05-30 15:08:42","@seandonovanesq @bailproject Here: https://t.co/Div4vH4W7r
And here: https://t.co/ROmRR0agAm","justcitydetroit",".",NA,"AMC"
"29",2398,1266762767018713088,"2020-05-30 16:05:53","@MichaelKlamerus @seandonovanesq @bailproject Both do. We bail out anyone we can when bail is set at $5000 or less.","justcitydetroit",".","SHARING BAILOUT LIMIT","AMC"
"30",2399,1266770023001010176,"2020-05-30 16:34:43","Hitler did a ""MAGA Night"" too, he called his Kristallnacht. https://t.co/JQwH1MeXIN","sparrowmedia",".","COMPARING DONALD TRUMP TO HITLER","AMC"
"31",2400,1266771556983865344,"2020-05-30 16:40:49","@StadtmausBerlin @DevinCow I'm sorry. I did not want to offend anyone, but Trump is stoking tribalism and tearing at the fabric of our nation. I am earnestly afraid it will take years to heal the damage he has already done.","sparrowmedia",".","COMPARING DONALD TRUMP TO HITLER","AMC"
"32",2401,1266771913600192512,"2020-05-30 16:42:14","Dear white friends: If you've ever wondered what you would have done during the Civil Rights Movement, what you do in the coming days and months is your answer. Don't waste this incredible moment. Welcome to the revolution. #GeorgeFloyd #MinneapolisUprising #BlackLivesMatter https://t.co/Q2Um1LvPSD","ReparationsFund",".","ENCOURAGING ALLIES TO PARTICIPATE  IN THE REVOLUTION","AMC"
"33",2402,1266774483370639360,"2020-05-30 16:52:27","@bad_leaf @LibbySecrest Trump is calling for ""MAGA Night"" tonight, outside the White House. One can guess what he hopes to achieve by mixing the two groups together on his front lawn.","sparrowmedia",".","REPORTING ON ACTIONS OF DONALD TRUMP","AMC"
"34",2403,1266777158770479104,"2020-05-30 17:03:04","@skcornivek1 @Thom_Sgt @DevinCow Tom is referring to the Röhm Purge of 1934, and his is correct to think there are also similarities to this moment especially against the backdrop of ""looting starts, shooting starts""","sparrowmedia",".","COMPARING DONALD TRUMP TO HITLER","AMC"
"35",2404,1266777979046289408,"2020-05-30 17:06:20","""The hard fact is that peacemaking is not about making nice. Peacemaking is rooted in equitable power distribution. It requires putting things in place that will establish long-term peace, justice, and security...” - Jamye Wooten #GeorgeFloyd #BreonnaTaylor https://t.co/Av4aDHAE0T","CLLCTIVLY",".","EXPLAINING THE MEANING OF PEACEMAKING","AMC"
"36",2405,1266783581537361920,"2020-05-30 17:28:36","Tomorrow! Catch this amazing event with our parent org, @ReparationsComm, @ACLU, &amp; @hrw. https://t.co/LroXvhv0V4 #TulsaRaceMassacre #Tulsa #BlackWall #antiracism #RacialJustice #SocialJustice 
#BlackLivesMatter #HR40 #Reparations &amp; #ReparationsNow! https://t.co/TnyJbmqxo1","ReparationsFund",".","ADVERTISING AN EVENT; ASKING FOR PARTICIPATION","AMC"
"37",2406,1266802519931531264,"2020-05-30 18:43:51","#HUU #MoFaithVoices #FaithInAction #LiveFree #AMG https://t.co/yPnYcMr7uV","handsupunited_",".",NA,"AMC"
"38",2407,1266804401039118336,"2020-05-30 18:51:19","Find the people of color led organization who have relationships in the community and who have been leading the work and be in it with us for the long haul. That’s what it will take to tear down systems of oppression and rebuild to advance liberation. https://t.co/ertsUmeViO","SisterSong_WOC",".","DISCUSSING THE WAY TO ACHIEVE SUCCESS","AMC"
"39",2408,1266844186617229312,"2020-05-30 21:29:25","Support our folks down in Tallahassee fighting for #JusticeForTonyMcDade

Full story, demands, &amp; action steps to challenge another police murder of Black trans man in Florida. 

https://t.co/YtVqMb5fGi","ProjectSouth",".","ASKING USERS TO SUPPORT PROTESTORS; REPORTING ON POLICE BRUTALITY","AMC"
"40",2409,1266867960930619392,"2020-05-30 23:03:53","@BearlyArtic Thanks for the catch! You should receive an email immediately after you complete the process. We will work on making that more clear, apologies for any confusion.","justcitydetroit",".",NA,"AMC"
"41",2410,1266872341927276544,"2020-05-30 23:21:18","The Tulsa Massacre and Destruction of Black Wall Street: The Case for Reparations and HR 40
https://t.co/8Zs03Ehjzl","ReparationsComm",".","EDUCATING ON HISTORY OF RACIAL VIOLENCE","AMC"
"42",2411,1266882449440747520,"2020-05-31 0:01:28","@BarbersChairNet @FreedomFundCO @jailbreakpgh @BukitBF @BLMLouisville @cltuprising Thank you.","BALTLegal",".",NA,"AMC"
"43",2412,1266888453700141056,"2020-05-31 0:25:19","@Punxstny_phil @Emmmascho Thank you.","BALTLegal",".",NA,"AMC"
"44",2413,1266922616796913664,"2020-05-31 2:41:04","If you know someone who is arrested in Detroit at a protest, please reach out to our bail disruptors. Send their name and birthday if possible. Contact: Megan Dieboll at 313.320.4463/megand@bailproject.org or Asia… https://t.co/f0YIZRuudQ","justcitydetroit",".","OFFERING LEGAL SUPPORT TO PROTESTORS","AMC"
"45",2414,1266923242540994560,"2020-05-31 2:43:33","If you know someone who was arrested in #Detroit at a protest, please reach out to our bail disruptors. Send their name (and birthday if possible). Contact: Megan Dieboll at 313.320.4463/megand@bailproject.org or Asia Johnson at 248.702.5430/asiaj@bailproject.org https://t.co/xMKYFB6PvO","justcitydetroit",".","OFFERING LEGAL SUPPORT TO PROTESTORS","AMC"
"46",2415,1266931489469579264,"2020-05-31 3:16:20","2015 yest again https://t.co/vRashFc5wL","OrganizingBlack",".",NA,"AMC"
"47",2416,1267074599315005440,"2020-05-31 12:45:00","Restrictions on the ability to get abortion pills place additional burdens on communities of color and low-income women, who are already disproportionately affected by COVID-19. READ: https://t.co/lQVeKktAY1.","SisterSong_WOC",".","DISCUSSING LACK OF ABORTION ACCESS","AMC"
"48",2417,1267106800781926400,"2020-05-31 14:52:57","@NateBrownBrown Thank you!","BALTLegal",".",NA,"AMC"
"49",2418,1267107020743872512,"2020-05-31 14:53:50","@IllistKay Thank you for this!","BALTLegal",".",NA,"AMC"
"50",2419,1267118995515289600,"2020-05-31 15:41:25","A powerful picture💪🏾💪🏾💯💯💯
Say it louder for the folks in the back https://t.co/sYIxEkmhGV","AlgebraProject",".",NA,"AMC"
"51",2420,1267130287361855488,"2020-05-31 16:26:17","Proud to partner with the Atlanta Doula Collective on #MamaTalk, space for Black mamas to build community. Soap-making is an ancient custom performed in almost every culture. We’re hosting an online workshop 6/6 to learn to make soap. Register: https://t.co/1zCLib7XfZ. https://t.co/DwtWzn4QNM","SisterSong_WOC",".","ADVERTISING AN EVENT; ASKING FOR PARTICIPATION","AMC"
"52",2421,1267131007314075648,"2020-05-31 16:29:08","Join @AJustGeorgia to kick off a week of action in defense of Black Lives TODAY at 3 pm. They will be gathering 5 Georgia faith leaders from Christian, Muslim, and Orisa traditions to discuss how faith can ground Black people in this time. 
Register: https://t.co/NpC38xnu1Z. https://t.co/J05Q3BZWct","SisterSong_WOC",".","OFFERING SPIRITUAL SUPPORT TO BLACK PEOPLE","AMC"
"53",2422,1267142131929329664,"2020-05-31 17:13:21","This is a great read from the @thedailynu on the historical context for reparations in Evanston, IL - one of the first US cities to walk the walk in acting on #reparations

“Generations of pain”: The road to reparations in Evanston https://t.co/56p4dsGftV","ReparationsFund",".","EDUCATING ON REPARATIONS","AMC"
"54",2423,1267148115100008448,"2020-05-31 17:37:07","All of this fam https://t.co/dG6wOcdvmo","OrganizingBlack",".",NA,"AMC"
"55",2424,1267148734690885632,"2020-05-31 17:39:35","#NewProfilePic https://t.co/ymzaE089Iw","OrganizingBlack",".",NA,"AMC"
"56",2425,1267169103749537792,"2020-05-31 19:00:31","@MermanSharks @allisonbstancil @botanicaldyke @PrimcessPamcake Recent stats for bail fund? Ever since the July 2017 bail reform rule, bail has changed drastically. We are working on an updated report to show the impact of bail on race and gender.  

We will make sure our website is updated. Thank you for considering us!","BALTLegal",".","PROMISING TO KEEP USERS UPDATED","AMC"
"57",2426,1267169255432257536,"2020-05-31 19:01:08","@allisonbstancil Thank you!","BALTLegal",".",NA,"AMC"
"58",2427,1267172503174209536,"2020-05-31 19:14:02","PEACEMAKING BEYOND POWERLESS MORALITY - https://t.co/iOGmmjJOQL","CLLCTIVLY",".",NA,"AMC"
"59",2428,1267197974851051520,"2020-05-31 20:55:15","@jenelaina Amazing! Thank you!","justcitydetroit",".",NA,"AMC"
"60",2429,1267201040757202944,"2020-05-31 21:07:26","That part https://t.co/fvFylvBonr","OrganizingBlack",".",NA,"AMC"
"61",2430,1267216379805081600,"2020-05-31 22:08:23","Human Rights Watch calls for Tulsa Race Massacre reparations a century after violence
https://t.co/Eab3QMwOj8","ReparationsComm",".","DEMANDING REPARATIONS","AMC"
"62",2431,1267220321070915584,"2020-05-31 22:24:03","PEACEMAKING BEYOND POWERLESS MORALITY - https://t.co/iOGmmjJOQL @justicefunders @Funders4Justice @nfg_org @kresgeart @Blacksocialchng @SBatten @Sifill_LDF @andreperryedu @AdarAyiraViews @NCFImpact @DeanKBD @EricaLG @WilliamHLamarIV @SDPConference @fhunscripted","CLLCTIVLY",".",NA,"AMC"
"63",2432,1267221972934590464,"2020-05-31 22:30:36","“Generations of pain”: The road to reparations in Evanston
https://t.co/dGlls6iD1M","ReparationsComm",".",NA,"AMC"
"64",2433,1267222391689789440,"2020-05-31 22:32:16","The Tulsa Massacre and Destruction of Black Wall Street: The Case for Reparations and HR 40
https://t.co/LPQeCNV28v","ReparationsComm",".","DEMANDING REPARATIONS","AMC"
"65",2434,1267258478873231360,"2020-06-01 0:55:40","#Detroit Be safe if you’re out protesting or otherwise tonight! https://t.co/EbSifZm0Er","justcitydetroit",".","ENCOURAGING PROTEST SAFETY","AMC"
"66",2435,1267288387763011584,"2020-06-01 2:54:31","Police erupt in violence nationwide. 

Tear gas during a pandemic. Violence against community members. Protecting property over people.
 https://t.co/OLch8Ood0b","ProjectSouth",".","ANTAGONIZING POLICE","AMC"
"67",2436,1267334277349478400,"2020-06-01 5:56:52","Good thread https://t.co/LZbYW19Whe","OrganizingBlack",".",NA,"AMC"
"68",2437,1267334625833168896,"2020-06-01 5:58:15","@shunnedartie Delete this protect fellow protestors","OrganizingBlack",".","ENCOURAGING PROTEST SAFETY","AMC"
"69",2438,1267408547115139072,"2020-06-01 10:51:59","When you’re a woman of color, every day, every moment, you’re fully engaged with white supremacy. We won’t all feel comfortable at a physical demonstration. Here are 12 suggestions to find what works for you and take action for justice: https://t.co/duH3dO2Xov.","SisterSong_WOC",".","SHOWING WAYS TO SUPPORT THE MOVEMENT WITHOUT PROTESTING","AMC"
"70",2439,1267410558724313088,"2020-06-01 10:59:59","Mark your calendars. We must not forget women and girls of color in our work for racial justice. #Sayhername! https://t.co/nE5o0VUtPv","SisterSong_WOC",".","HONORING WOMEN OF COLOR","AMC"
"71",2440,1267425850087088128,"2020-06-01 12:00:44","@EB_Shea @MILiberation @NLGMichigan @bailproject We learned yesterday the link really particular about capitalization so try this link: https://t.co/d5Bo6ceY7h","justcitydetroit",".",NA,"AMC"
"72",2441,1267459402367451136,"2020-06-01 14:14:04","Like many others who have been sexually and economically exploited, A.A. is incarcerated, but housed in a men’s prison even though she is a woman. 

Having experiencing sexual assault by both prisoners &amp; correctional officers, @LegalAidNYC urges reform. https://t.co/UrNUiCxn65","Justice_Collab",".","SHARING A TRAGIC PRISON STORY","AMC"
"73",2442,1267460151323344896,"2020-06-01 14:17:03","@faBioethics Thank you!","BALTLegal",".",NA,"AMC"
"74",2443,1267464035689271296,"2020-06-01 14:32:29","Here's the full flyer. https://t.co/Il6B4HR1VU","BALTLegal",".",NA,"AMC"
"75",2444,1267464230187474944,"2020-06-01 14:33:15","The first flyer cut off the last two tips. https://t.co/G0JiWrCwFT","BALTLegal",".",NA,"AMC"
"76",2445,1267466858770415616,"2020-06-01 14:43:42","SisterSong is proud to join the Durham chapter of @byp100 #InDefenseOfBlackLife. The harm and death of Black people caused by cops, COVID-19, and capitalism during &amp; prior to this pandemic all have the same evil root: anti-Black racist violence. PETITION: https://t.co/bRFCTvRGYo. https://t.co/rOjhiwXBWT","SisterSong_WOC",".","ANNOUNCING A COLLABORATION; ASKING TO SIGN A PETITION; DISUCCING ANTI-BLACKNESS","AMC"
"77",2446,1267467633332551680,"2020-06-01 14:46:46","#InDefenseOfBlackLife. We must transform the entire system to save Black lives and protect Black futures. Proud to work with @byp100 to demand the decarceration of all people in the Durham County Jail to protect them from the deadly COVID-19 virus. [full list of demands-a thread]","SisterSong_WOC",".","ENVISIONING A NEW FUTURE","AMC"
"78",2447,1267468889606311936,"2020-06-01 14:51:46","#InDefenseofBlackLife: 
1)Decarcerate folx in Durham County Jail
2) Fund Lincoln Community Center
3) Durham Schools end collaboration w/police 
4) NC United for Survival&amp; Beyond Platform
5) Essential workers $15/hr &amp; unionization
6) Support Community Wellness &amp; Safety Taskforce","SisterSong_WOC",".","SHARING PLANS FOR THE FUTURE","AMC"
"79",2448,1267469899057823744,"2020-06-01 14:55:47","#CommunitiesOverCages - TAKE ACTION: The Atlanta City Council is voting on a proposed budget of $18 million for a jail that’s nearly empty &amp; already slated for closure - in the midst of a global pandemic and a $40 million dollar city budget deficit! SIGN: https://t.co/lZQrMEj2D9. https://t.co/z6aWD3fi24","SisterSong_WOC",".","ASKING TO SIGN A PETITION; DISCUSSING CITY BUDGET","AMC"
"80",2449,1267472034738712576,"2020-06-01 15:04:16","Say his name and help ensure #JusticeForTonyMcDade. TAKE ACTION- send a letter to Florida officials: https://t.co/KrYQilpIDt. https://t.co/jfFuqTZFcL","SisterSong_WOC",".","CALLING FOR ACTION; HONORING A VICTIM OF POLICE BRUTALITY","AMC"
"81",2450,1267472563740893184,"2020-06-01 15:06:22","New from the @ACLU  

Reparations: We Need the Truth to Heal https://t.co/bvfWQZSdyT","ReparationsFund",".","DEMANDING REPARATIONS","AMC"
"82",2451,1267481982520512512,"2020-06-01 15:43:47","@slightworkkk_ @Yamuva_ There is working on it now","OrganizingBlack",".",NA,"AMC"
"83",2452,1267484901345017856,"2020-06-01 15:55:23","@slightworkkk_ @Yamuva_ https://t.co/MMW7qgqmIa still note the donation is for organizing black","OrganizingBlack",".",NA,"AMC"
"84",2453,1267485278886866944,"2020-06-01 15:56:53","Hey folks if you want to donate to us use this link to our fiscal sponsor. Note your donation is for organizing black if you don’t we won’t get it😁 but PJC is dope as well. 
https://t.co/MMW7qgqmIa","OrganizingBlack",".","ASKING FOR DONATION","AMC"
"85",2454,1267492496151633920,"2020-06-01 16:25:34","Friday, South Asian and Indo-Carribean national frontline organizations will speak on South Asian resistance to the global #COVID19 pandemic. Co-sponsored by Project South &amp; other great organizations. REGISTER NOW! https://t.co/TkUMaGlh5y https://t.co/k2jIjsOzM0","ProjectSouth",".","EDUCATING ON SOUTH ASIAN RESISTANCE","AMC"
"86",2558,1268212358322638848,"2020-06-03 16:06:03","Last week one of the world’s leading ind proxy advisory firms, Glass Lewis, recommended that shareholders vote FOR the @bcgeu shareholder proposal.

See this image for what they said. In short, they agree with us. 

AGM is on now. Listen here: https://t.co/sRym48VA9r https://t.co/pBKdlDN4zd","ConMijente",".",NA,"AMC"
"87",2748,1269345127950176256,"2020-06-06 19:07:16","#ProtectBlackLives 

Thanks to generous donors, we were also able to provide more masks today! https://t.co/SkPEYKPcXr","ProjectSouth",".","THANKING DONORS; SHARING WHAT DONATIONS ARE USED FOR","AMC"
"88",2749,1269365236043329536,"2020-06-06 20:27:10","Thanks for stopping by on your way to raise your voice in protest of police brutality, Angel! 

#ProtectBlackLives
#BlackLivesMatter 
#COVID19 https://t.co/ueeghHtSKI","ProjectSouth",".","THANKING A SUPPORTER OF THE MOVEMENT","AMC"
"89",2750,1269399394681528320,"2020-06-06 22:42:54","After protesting in an open carry state with a legally owned rifle on his back, later that night while the city was on fire police decided to organize and raid the studio of @T_DUBB_O one of HUU’s directors. https://t.co/ylQaOYEPLT","handsupunited_",".","DESCRIBING AN INSTANCE OF POLICE BRUTALITY","AMC"
"90",2751,1269444039507677184,"2020-06-07 1:40:18","@Naimaism $HandsUpUnited","handsupunited_",".",NA,"AMC"
"91",2752,1269444618875174912,"2020-06-07 1:42:36","Defund the Police if you truly want to make a difference @LydaKrewson we have the highest recidivism rate in the country and more police on the streets per capita than Manhattan. How much a year devoted to public safety and our crime rate rises every year. Police don’t work!","handsupunited_",".","DEMANDING DEFUNDING POLICE; DOUBTING THE EFFICACY OF POLICING","AMC"
"92",2753,1269445583766462464,"2020-06-07 1:46:26","Return fire https://t.co/xrZGsbFOJB","handsupunited_",".",NA,"AMC"
"93",2754,1269497662304169984,"2020-06-07 5:13:23","#FreeThemAll

Federal Bureau of Prisons Goes into National Lockdown Over Protests https://t.co/eFxaKixsIH via @GovExec","C_Resistance",".","REPORTING ON FEDERAL BUREAU OF PRISONS","AMC"
"94",2755,1269504601969045504,"2020-06-07 5:40:58","Baltimore yall next https://t.co/0mgl5RIXJc","OrganizingBlack",".",NA,"AMC"
"95",2756,1269601248317145088,"2020-06-07 12:05:00","From a loss of wages to racial inequities that predated the COVID-19 crisis, a recent report details how women of color will face the brunt of the country's economic hardships.

https://t.co/A0NWLOPytO","SisterSong_WOC",".","DISCUSSING STRUGGLES OF WOMEN OF COLOR","AMC"
"96",2757,1269639542371426304,"2020-06-07 14:37:10","We love y’all fam. Been rocking since 45 got in office https://t.co/JIVQPApklD","OrganizingBlack",".",NA,"AMC"
"97",2758,1269639629558419456,"2020-06-07 14:37:31","""La otra epidemia que debemos combatir: La supremacía blanca"" por @JodeenOT 
https://t.co/rbnItvERKr https://t.co/jY0tdEkbRu","ConMijente",".",NA,"AMC"
"98",2759,1269640827938189312,"2020-06-07 14:42:16","🔥🔥🔥 https://t.co/hA2UNor19N","OrganizingBlack",".",NA,"AMC"
"99",2760,1269655537383161856,"2020-06-07 15:40:43","We could not agree more! Check out our ‘Pay-In’ page to learn more about #Reparations vs. #Donations 

https://t.co/52qOTucyC6 #BlackLivesMattters #BLM #antiracism #antiracist #whiteallies #whiteally #EndWhiteSupremacy #philanthropy #PayIn https://t.co/dVaZQXUvSn","ReparationsFund",".","EDUCATING ON REPARATIONS AND DONATIONS","AMC"
"100",2761,1269656814695723008,"2020-06-07 15:45:48","It is ok to rest. We must care for ourselves to care for our people. We will never stop fighting, but we must also never stop valuing and loving ourselves, especially in a world that tries to tear us down. https://t.co/QGpfDDZZIC","SisterSong_WOC",".","ENCOURAGING REST AND SELF LOVE","AMC"
"101",2762,1269673013353631744,"2020-06-07 16:50:10","Protect Black Lives

Communities affected by a failed healthcare system are the same communities affected by police violence. #BlackLivesMattters

PS team tested over 220 protesters &amp; residents yesterday. Big appreciation to @AtlantaJwJ &amp; @kimschofield https://t.co/YHkSvtworI","ProjectSouth",".","DISCUSSING LACK OF HEALTHCARE IN MARGINALIZED COMMUNITIES","AMC"
"102",2763,1269715500738555904,"2020-06-07 19:39:00","COVID-19 is affecting all Georgians, especially Black, Brown and Indigenous folks, who are dying from COVID-19 at higher rates. SisterSong is proud to co-sponsor the ""GA People's Health Forum"" - a virtual community gathering - on Wed, June 10th. Register: https://t.co/VH6swIRwAN. https://t.co/cJ3RLgubmp","SisterSong_WOC",".","ANNOUNCING A SPONSORSHIP; DISCUSSING RACIAL DISPARITIES IN COVID","AMC"
